tarih,ürün,kategori,satış_miktarı,birim_fiyat,bölge
2026-08-31,Ürün B,Ev,350,97.38,Antalya
2026-10-30,Ürün C,Giyim,321,121.52,Gaziantep
2026-04-03,Ürün B,Ev,19,70.03,Adana
2026-09-08,Ürün C,Ev,416,137.69,İzmir
2026-03-04,Ürün A,Ev,276,305.19,Ankara
2026-08-05,Ürün B,Ev,431,91.56,İzmir
2026-04-22,Ürün C,Giyim,132,170.56,Ankara
2026-07-20,Ürün C,Giyim,98,121.52,Antalya
2026-03-04,Ürün A,Giyim,74,336.07,İzmir
2026-01-05,Ürün A,Ev,252,301.2,Adana
2026-04-12,Ürün C,Ev,209,176.89,Ankara
2026-07-31,Ürün C,Giyim,271,140.64,Adana
2026-03-06,Ürün A,Ev,127,314.01,İzmir
2026-08-26,Ürün A,Ev,82,342.9,İzmir
2026-08-04,Ürün B,Giyim,489,93.16,İstanbul
2026-10-16,Ürün C,Ev,48,130.21,Gaziantep
2026-04-16,Ürün B,Giyim,77,108.42,Adana
2026-10-05,Ürün B,Ev,477,95.96,Bursa
2026-05-24,Ürün C,Elektronik,196,189.11,Bursa
2026-04-06,Ürün B,Elektronik,279,92.52,Ankara
2026-01-05,Ürün A,Giyim,337,319.81,Adana
2026-03-03,Ürün C,Giyim,97,175.46,Gaziantep
2026-09-03,Ürün C,Ev,145,120.76,Antalya
2026-08-17,Ürün B,Giyim,324,96.18,Bursa
2026-11-06,Ürün A,Elektronik,200,345.25,Antalya
2026-01-01,Ürün B,Giyim,112,105.53,İstanbul
2026-09-20,Ürün A,Giyim,257,260.31,Ankara
2026-03-04,Ürün B,Elektronik,13,119.29,Ankara
2026-08-13,Ürün A,Giyim,469,346.42,Bursa
2026-12-14,Ürün B,Ev,265,106.3,İstanbul
2026-09-30,Ürün C,Ev,190,174.72,Bursa
2026-06-01,Ürün C,Elektronik,481,188.2,İstanbul
2026-06-27,Ürün B,Elektronik,248,72.03,Adana
2026-11-08,Ürün B,Ev,424,76.37,Ankara
2026-03-13,Ürün C,Giyim,341,182.55,Ankara
2026-07-18,Ürün C,Giyim,388,172.71,Gaziantep
2026-05-26,Ürün B,Giyim,438,105.88,Antalya
2026-09-06,Ürün A,Elektronik,253,343.99,Bursa
2026-07-10,Ürün B,Giyim,410,97.3,Gaziantep
2026-01-01,Ürün A,Ev,190,301.77,Konya
2026-03-10,Ürün C,Giyim,342,195.98,İstanbul
2026-07-27,Ürün B,Ev,436,92.72,Antalya
2026-04-12,Ürün B,Ev,170,80.04,Ankara
2026-11-19,Ürün A,Elektronik,251,301.0,Ankara
2026-10-04,Ürün A,Elektronik,173,332.18,Konya
2026-09-07,Ürün C,Ev,370,141.48,İstanbul
2026-07-20,Ürün C,Elektronik,17,147.78,Adana
2026-02-17,Ürün A,Giyim,79,319.05,Adana
2026-11-05,Ürün B,Elektronik,114,73.04,İzmir
2026-05-31,Ürün B,Elektronik,149,97.98,Gaziantep
2026-11-26,Ürün A,Elektronik,186,251.19,İstanbul
2026-05-30,Ürün B,Elektronik,153,112.88,Adana
2026-05-19,Ürün A,Ev,191,313.21,Bursa
2026-08-30,Ürün A,Ev,159,348.73,İstanbul
2026-04-05,Ürün A,Giyim,104,333.07,Adana
2026-01-10,Ürün A,Ev,324,271.94,Adana
2026-12-29,Ürün B,Ev,447,99.04,Bursa
2026-09-24,Ürün A,Ev,251,309.81,Ankara
2026-04-05,Ürün C,Giyim,302,153.02,Gaziantep
2026-12-15,Ürün B,Giyim,388,111.95,Antalya
2026-01-22,Ürün C,Ev,437,173.24,Bursa
2026-03-22,Ürün A,Giyim,229,265.59,Adana
2026-09-03,Ürün A,Elektronik,227,286.18,Adana
2026-07-22,Ürün B,Giyim,237,101.7,İzmir
2026-03-18,Ürün B,Elektronik,358,104.69,Ankara
2026-05-31,Ürün C,Ev,246,164.02,İzmir
2026-03-03,Ürün C,Elektronik,50,182.49,Ankara
2026-06-14,Ürün C,Ev,151,148.23,Antalya
2026-02-23,Ürün C,Elektronik,398,150.6,Adana
2026-11-24,Ürün B,Giyim,55,103.3,İstanbul
2026-12-10,Ürün A,Ev,211,297.86,İstanbul
2026-06-10,Ürün A,Elektronik,306,258.79,Antalya
2026-12-10,Ürün A,Giyim,462,347.81,Ankara
2026-11-03,Ürün A,Elektronik,236,296.56,Adana
2026-09-10,Ürün B,Elektronik,463,84.94,Bursa
2026-03-22,Ürün B,Elektronik,252,103.19,Antalya
2026-05-25,Ürün C,Elektronik,441,174.21,İstanbul
2026-11-19,Ürün A,Ev,270,319.61,Gaziantep
2026-07-03,Ürün B,Ev,159,118.63,İstanbul
2026-08-22,Ürün C,Giyim,384,138.56,Bursa
2026-04-27,Ürün A,Elektronik,15,278.3,İzmir
2026-11-07,Ürün A,Giyim,89,319.68,Konya
2026-04-07,Ürün A,Elektronik,273,332.86,Ankara
2026-05-17,Ürün C,Elektronik,357,191.46,İstanbul
2026-03-12,Ürün C,Giyim,339,150.68,Konya
2026-02-24,Ürün A,Elektronik,491,326.17,Adana
2026-11-11,Ürün A,Ev,410,349.5,Antalya
2026-02-18,Ürün C,Giyim,384,171.4,Gaziantep
2026-12-27,Ürün C,Giyim,476,121.17,Konya
2026-12-13,Ürün A,Ev,12,265.95,Konya
2026-08-04,Ürün C,Ev,52,134.85,Antalya
2026-08-12,Ürün A,Elektronik,146,262.72,Gaziantep
2026-01-31,Ürün C,Elektronik,384,173.01,Gaziantep
2026-06-14,Ürün B,Ev,224,84.27,Antalya
2026-05-26,Ürün B,Elektronik,31,87.2,Antalya
2026-09-18,Ürün C,Elektronik,360,120.6,Gaziantep
2026-05-20,Ürün A,Ev,403,276.93,Antalya
2026-07-20,Ürün B,Ev,321,89.16,Ankara
2026-09-04,Ürün A,Giyim,419,297.41,Ankara
2026-09-24,Ürün A,Elektronik,73,325.33,İzmir
2026-06-22,Ürün C,Elektronik,316,196.95,Bursa
2026-01-20,Ürün C,Ev,109,155.6,İzmir
2026-11-07,Ürün B,Ev,54,107.16,Bursa
2026-05-27,Ürün C,Elektronik,149,147.58,Adana
2026-11-16,Ürün C,Giyim,471,160.93,İstanbul
2026-03-13,Ürün C,Elektronik,143,126.02,İzmir
2026-03-05,Ürün C,Elektronik,494,173.26,İstanbul
2026-12-27,Ürün B,Elektronik,442,101.26,Gaziantep
2026-04-16,Ürün C,Giyim,203,173.36,Bursa
2026-12-27,Ürün C,Ev,450,122.05,Adana
2026-02-28,Ürün C,Elektronik,16,189.61,Adana
2026-01-08,Ürün B,Ev,198,73.83,İstanbul
2026-04-24,Ürün A,Elektronik,279,338.61,Konya
2026-01-03,Ürün B,Elektronik,65,114.97,Adana
2026-08-31,Ürün C,Elektronik,294,143.14,İstanbul
2026-02-27,Ürün B,Elektronik,265,108.13,Adana
2026-11-21,Ürün B,Elektronik,209,93.29,Bursa
2026-03-15,Ürün A,Elektronik,347,319.44,Bursa
2026-08-30,Ürün B,Ev,434,105.84,Bursa
2026-10-31,Ürün A,Ev,96,333.57,Ankara
2026-08-20,Ürün B,Ev,308,80.96,Antalya
2026-05-08,Ürün C,Ev,500,154.64,Bursa
2026-09-19,Ürün A,Elektronik,257,255.1,Gaziantep
2026-01-24,Ürün B,Ev,80,77.38,Antalya
2026-04-10,Ürün C,Giyim,447,150.54,Ankara
2026-09-25,Ürün A,Ev,143,253.57,Konya
2026-09-23,Ürün B,Ev,233,105.72,Adana
2026-08-01,Ürün C,Elektronik,430,159.13,İstanbul
2026-05-11,Ürün C,Ev,353,122.92,Ankara
2026-11-25,Ürün C,Elektronik,273,133.3,İstanbul
2026-06-16,Ürün C,Ev,244,177.31,Ankara
2026-07-28,Ürün A,Giyim,44,264.5,Antalya
2026-04-23,Ürün B,Elektronik,427,95.27,Ankara
2026-08-20,Ürün C,Ev,21,147.0,Gaziantep
2026-08-27,Ürün B,Ev,454,110.1,Antalya
2026-07-20,Ürün B,Giyim,227,97.08,Antalya
2026-04-28,Ürün A,Ev,383,299.66,Konya
2026-10-01,Ürün C,Giyim,187,172.09,Antalya
2026-08-29,Ürün B,Elektronik,327,112.5,Bursa
2026-01-01,Ürün C,Elektronik,267,196.18,Adana
2026-02-17,Ürün C,Ev,170,179.64,İstanbul
2026-08-10,Ürün C,Elektronik,391,153.99,Adana
2026-10-03,Ürün A,Giyim,397,250.32,Konya
2026-10-25,Ürün A,Ev,186,273.45,Konya
2026-03-22,Ürün C,Elektronik,405,166.88,İzmir
2026-01-07,Ürün C,Elektronik,451,175.38,İzmir
2026-05-13,Ürün A,Elektronik,437,312.78,Bursa
2026-08-13,Ürün C,Ev,484,178.76,Gaziantep
2026-07-03,Ürün B,Elektronik,265,99.75,İzmir
2026-01-05,Ürün C,Ev,292,191.57,İstanbul
2026-08-31,Ürün A,Ev,491,314.88,Ankara
2026-01-26,Ürün B,Giyim,485,108.74,Adana
2026-02-25,Ürün A,Elektronik,136,252.15,İzmir
2026-10-30,Ürün B,Elektronik,149,94.5,İstanbul
2026-11-06,Ürün B,Ev,79,76.28,İzmir
2026-11-11,Ürün C,Elektronik,19,135.3,Ankara
2026-03-22,Ürün B,Elektronik,499,116.08,Adana
2026-05-05,Ürün B,Ev,378,91.2,İstanbul
2026-08-19,Ürün B,Giyim,51,71.51,Antalya
2026-12-17,Ürün C,Elektronik,242,196.06,İzmir
2026-03-28,Ürün A,Ev,450,291.64,Antalya
2026-12-15,Ürün B,Ev,493,104.45,Antalya
2026-07-12,Ürün C,Giyim,288,142.0,Konya
2026-02-06,Ürün C,Giyim,20,194.06,İzmir
2026-07-29,Ürün A,Ev,140,253.98,Bursa
2026-10-19,Ürün A,Giyim,317,288.21,Antalya
2026-11-15,Ürün B,Elektronik,143,110.19,Bursa
2026-11-02,Ürün C,Giyim,491,171.06,İzmir
2026-12-21,Ürün C,Giyim,282,129.74,Antalya
2026-01-01,Ürün B,Giyim,254,102.75,Bursa
2026-11-27,Ürün A,Giyim,457,293.29,Antalya
2026-10-01,Ürün B,Ev,163,105.75,Antalya
2026-01-23,Ürün C,Ev,474,163.85,Ankara
2026-08-20,Ürün C,Elektronik,393,170.16,Konya
2026-12-11,Ürün B,Elektronik,440,74.88,Ankara
2026-05-27,Ürün C,Ev,488,140.71,Gaziantep
2026-03-17,Ürün C,Ev,177,199.59,İstanbul
2026-02-03,Ürün C,Giyim,202,170.91,Konya
2026-07-11,Ürün C,Giyim,156,156.37,Antalya
2026-05-10,Ürün A,Elektronik,436,307.52,Gaziantep
2026-09-18,Ürün C,Ev,128,156.48,Antalya
2026-11-14,Ürün B,Elektronik,155,83.92,İstanbul
2026-06-10,Ürün A,Elektronik,138,348.09,Ankara
2026-07-29,Ürün C,Ev,185,150.49,Konya
2026-11-03,Ürün C,Giyim,27,163.69,Bursa
2026-04-04,Ürün A,Elektronik,448,314.42,Konya
2026-02-08,Ürün B,Ev,379,116.86,Bursa
2026-05-28,Ürün A,Ev,184,293.61,Ankara
2026-07-29,Ürün C,Elektronik,133,192.18,Bursa
2026-12-09,Ürün C,Giyim,122,163.84,İstanbul
2026-03-31,Ürün B,Ev,259,94.85,İzmir
2026-03-03,Ürün A,Ev,236,255.03,Bursa
2026-09-28,Ürün C,Giyim,336,160.98,Bursa
2026-04-19,Ürün A,Ev,385,262.48,İstanbul
2026-06-19,Ürün A,Elektronik,374,311.68,Konya
2026-03-28,Ürün C,Ev,11,194.74,Konya
2026-01-03,Ürün C,Elektronik,387,131.61,Konya
2026-08-15,Ürün C,Ev,51,160.83,Konya
2026-01-30,Ürün B,Giyim,64,91.98,Bursa
2026-02-24,Ürün C,Giyim,232,192.5,Antalya
2026-03-03,Ürün C,Giyim,38,188.34,Bursa
2026-06-17,Ürün C,Ev,386,196.99,Ankara
2026-02-07,Ürün C,Giyim,170,179.78,İstanbul
2026-04-17,Ürün A,Elektronik,18,331.47,Ankara
2026-02-25,Ürün C,Elektronik,495,165.08,Konya
2026-04-27,Ürün A,Elektronik,28,339.82,Antalya
2026-02-04,Ürün A,Ev,448,309.13,İstanbul
2026-12-08,Ürün C,Elektronik,151,190.21,Ankara
2026-09-20,Ürün B,Elektronik,99,92.44,Adana
2026-01-06,Ürün B,Elektronik,74,114.59,İzmir
2026-10-27,Ürün B,Elektronik,356,71.06,Ankara
2026-07-08,Ürün C,Elektronik,253,176.68,Adana
2026-12-04,Ürün A,Giyim,229,345.81,Adana
2026-02-24,Ürün A,Giyim,370,332.21,Bursa
2026-01-18,Ürün A,Giyim,336,319.49,İstanbul
2026-03-23,Ürün C,Giyim,67,142.72,Adana
2026-10-20,Ürün A,Ev,451,311.06,Antalya
2026-11-03,Ürün A,Elektronik,336,322.06,İzmir
2026-10-02,Ürün B,Ev,170,77.93,Ankara
2026-01-20,Ürün C,Elektronik,111,142.97,Gaziantep
2026-04-04,Ürün A,Elektronik,462,290.97,İzmir
2026-07-30,Ürün A,Giyim,318,302.44,Konya
2026-05-12,Ürün C,Giyim,319,142.34,Bursa
2026-03-11,Ürün B,Ev,138,80.2,Bursa
2026-05-24,Ürün C,Ev,227,121.31,Konya
2026-10-22,Ürün C,Ev,178,156.8,Ankara
2026-11-03,Ürün C,Giyim,217,183.4,Bursa
2026-01-19,Ürün B,Ev,443,104.12,Antalya
2026-03-11,Ürün A,Ev,263,334.42,İzmir
2026-02-04,Ürün C,Elektronik,331,155.09,İstanbul
2026-06-30,Ürün A,Giyim,169,303.05,Konya
2026-07-16,Ürün A,Elektronik,210,282.44,Ankara
2026-10-17,Ürün B,Ev,354,70.12,Adana
2026-05-20,Ürün C,Ev,129,143.0,Adana
2026-07-04,Ürün A,Elektronik,470,263.89,Bursa
2026-05-02,Ürün B,Ev,434,91.08,Adana
2026-08-12,Ürün C,Giyim,457,122.27,Antalya
2026-12-26,Ürün C,Ev,278,145.01,Ankara
2026-07-04,Ürün A,Giyim,132,307.57,İstanbul
2026-02-20,Ürün B,Elektronik,480,81.94,Gaziantep
2026-07-08,Ürün A,Elektronik,294,281.78,İzmir
2026-02-01,Ürün C,Ev,161,138.36,İzmir
2026-09-12,Ürün C,Elektronik,215,131.0,Ankara
2026-01-24,Ürün A,Giyim,493,307.14,İzmir
2026-05-08,Ürün C,Ev,157,186.31,İzmir
2026-09-24,Ürün C,Ev,268,129.87,Konya
2026-11-17,Ürün B,Giyim,418,90.83,Ankara
2026-06-05,Ürün B,Giyim,51,106.29,İzmir
2026-02-08,Ürün B,Ev,339,75.04,Gaziantep
2026-07-19,Ürün A,Giyim,231,306.66,Konya
2026-07-20,Ürün B,Ev,287,87.12,Adana
2026-03-24,Ürün C,Elektronik,289,198.73,Bursa
2026-03-09,Ürün B,Ev,376,94.51,Ankara
2026-10-22,Ürün B,Ev,129,77.37,Adana
2026-11-09,Ürün A,Giyim,457,270.95,Antalya
2026-01-24,Ürün B,Giyim,185,76.17,Ankara
2026-09-25,Ürün A,Ev,356,319.6,Bursa
2026-06-10,Ürün C,Elektronik,91,150.32,Antalya
2026-02-14,Ürün A,Elektronik,22,307.99,İzmir
2026-08-26,Ürün B,Ev,433,110.49,Ankara
2026-01-20,Ürün B,Giyim,367,79.27,İzmir
2026-06-03,Ürün A,Elektronik,490,286.1,Ankara
2026-10-26,Ürün B,Giyim,226,100.96,İstanbul
2026-01-30,Ürün A,Ev,404,318.35,İstanbul
2026-10-03,Ürün C,Ev,355,126.18,Ankara
2026-01-23,Ürün B,Giyim,326,94.67,Ankara
2026-10-31,Ürün C,Ev,497,146.58,Adana
2026-07-16,Ürün B,Elektronik,216,73.33,Gaziantep
2026-07-08,Ürün A,Giyim,83,332.12,İzmir
2026-11-01,Ürün B,Elektronik,10,113.06,Konya
2026-10-06,Ürün B,Elektronik,162,115.4,Bursa
2026-02-25,Ürün B,Ev,197,79.12,Adana
2026-12-12,Ürün B,Giyim,199,95.03,Gaziantep
2026-03-30,Ürün A,Giyim,83,311.05,İzmir
2026-09-13,Ürün B,Elektronik,246,96.94,Ankara
2026-04-22,Ürün A,Elektronik,253,250.79,Gaziantep
2026-10-19,Ürün B,Giyim,402,75.33,Bursa
2026-05-14,Ürün C,Giyim,413,169.67,Ankara
2026-04-02,Ürün C,Giyim,356,167.34,Antalya
2026-06-22,Ürün C,Elektronik,23,188.18,Gaziantep
2026-10-25,Ürün A,Elektronik,253,329.98,İstanbul
2026-12-09,Ürün B,Ev,326,102.71,Antalya
2026-07-09,Ürün C,Ev,448,153.64,İstanbul
2026-12-29,Ürün A,Ev,451,347.56,Ankara
2026-05-14,Ürün A,Elektronik,309,307.87,İstanbul
2026-11-08,Ürün C,Ev,277,177.72,Konya
2026-01-28,Ürün A,Ev,339,295.28,Antalya
2026-12-06,Ürün C,Ev,471,186.46,İstanbul
2026-05-08,Ürün A,Giyim,41,255.14,Adana
2026-06-15,Ürün A,Elektronik,11,322.16,İzmir
2026-10-27,Ürün A,Elektronik,472,265.66,Ankara
2026-03-12,Ürün B,Giyim,393,105.08,Antalya
2026-01-12,Ürün B,Elektronik,191,82.25,İzmir
2026-06-02,Ürün A,Ev,10,295.94,Gaziantep
2026-05-08,Ürün C,Giyim,230,130.45,İzmir
2026-12-04,Ürün B,Giyim,264,104.88,Adana
2026-03-14,Ürün A,Elektronik,32,326.64,Gaziantep
2026-10-19,Ürün B,Giyim,416,102.37,Bursa
2026-03-07,Ürün B,Ev,39,72.59,Antalya
2026-01-20,Ürün A,Elektronik,347,317.22,Gaziantep
2026-03-24,Ürün C,Elektronik,398,123.93,İstanbul
2026-02-28,Ürün B,Ev,126,92.79,Bursa
2026-06-22,Ürün A,Elektronik,317,327.17,İzmir
2026-10-31,Ürün B,Elektronik,83,90.74,Konya
2026-12-14,Ürün C,Elektronik,182,170.51,Gaziantep
2026-12-17,Ürün C,Ev,100,176.94,Ankara
2026-09-08,Ürün B,Giyim,432,111.52,Konya
2026-04-18,Ürün A,Ev,74,307.28,Antalya
2026-02-11,Ürün A,Ev,304,251.14,İstanbul
2026-05-14,Ürün B,Elektronik,215,74.75,İzmir
2026-03-22,Ürün A,Giyim,70,251.29,İzmir
2026-09-04,Ürün A,Giyim,225,304.73,Adana
2026-08-12,Ürün B,Elektronik,35,105.76,Gaziantep
2026-09-23,Ürün C,Ev,55,141.14,Bursa
2026-03-16,Ürün C,Giyim,423,144.38,Ankara
2026-05-16,Ürün C,Elektronik,412,163.77,İstanbul
2026-10-18,Ürün C,Elektronik,119,123.17,Konya
2026-12-15,Ürün B,Ev,262,72.16,İzmir
2026-10-23,Ürün B,Giyim,197,114.81,Antalya
2026-03-02,Ürün C,Giyim,424,138.31,Bursa
2026-04-19,Ürün A,Giyim,289,287.01,Konya
2026-10-07,Ürün B,Giyim,386,97.18,Antalya
2026-08-28,Ürün B,Giyim,466,76.93,Konya
2026-05-05,Ürün C,Elektronik,36,196.67,Adana
2026-05-27,Ürün B,Ev,143,88.1,Adana
2026-03-05,Ürün A,Giyim,411,272.45,İstanbul
2026-12-07,Ürün C,Giyim,307,184.25,Bursa
2026-09-05,Ürün B,Giyim,25,76.55,İstanbul
2026-02-21,Ürün C,Elektronik,199,167.69,Gaziantep
2026-05-31,Ürün B,Giyim,47,77.47,Adana
2026-08-24,Ürün B,Ev,287,119.73,Gaziantep
2026-01-20,Ürün A,Giyim,95,257.22,Bursa
2026-08-30,Ürün C,Elektronik,444,159.61,Adana
2026-07-17,Ürün B,Giyim,135,97.68,Ankara
2026-07-17,Ürün B,Ev,279,75.09,Gaziantep
2026-06-12,Ürün B,Ev,139,104.09,Gaziantep
2026-08-20,Ürün C,Elektronik,184,174.06,Gaziantep
2026-05-16,Ürün C,Ev,454,187.04,İstanbul
2026-04-24,Ürün B,Ev,112,114.0,Bursa
2026-12-25,Ürün B,Elektronik,401,90.67,İzmir
2026-08-31,Ürün C,Ev,95,124.76,Gaziantep
2026-07-17,Ürün A,Giyim,65,298.59,Adana
2026-02-03,Ürün A,Elektronik,432,262.17,İzmir
2026-09-20,Ürün B,Elektronik,93,93.65,İstanbul
2026-07-02,Ürün C,Giyim,385,156.1,İzmir
2026-08-21,Ürün A,Elektronik,280,276.46,İzmir
2026-05-07,Ürün B,Ev,109,82.69,Antalya
2026-09-07,Ürün B,Elektronik,400,91.34,Adana
2026-12-07,Ürün C,Elektronik,163,160.86,İstanbul
2026-04-05,Ürün C,Elektronik,195,122.04,Antalya
2026-02-08,Ürün B,Giyim,32,93.47,İstanbul
2026-02-27,Ürün C,Elektronik,215,131.44,İstanbul
2026-06-03,Ürün C,Elektronik,275,133.01,Konya
2026-04-27,Ürün C,Ev,152,140.85,Antalya
2026-09-30,Ürün C,Giyim,25,169.16,Adana
2026-06-19,Ürün A,Ev,162,255.56,Antalya
2026-01-21,Ürün C,Giyim,13,174.56,İzmir
2026-05-11,Ürün A,Giyim,238,299.76,Antalya
2026-05-10,Ürün B,Ev,438,96.74,Ankara
2026-06-27,Ürün B,Ev,238,113.49,Antalya
2026-01-04,Ürün C,Giyim,383,176.57,İstanbul
2026-08-09,Ürün B,Elektronik,276,92.6,Antalya
2026-03-24,Ürün B,Elektronik,22,74.71,Bursa
2026-04-01,Ürün C,Ev,238,133.83,Bursa
2026-07-18,Ürün C,Ev,474,191.53,Konya
2026-05-07,Ürün A,Elektronik,249,319.39,Ankara
2026-03-02,Ürün C,Ev,366,185.73,Konya
2026-01-23,Ürün C,Giyim,388,196.85,Ankara
2026-03-24,Ürün C,Ev,217,131.65,İzmir
2026-02-12,Ürün A,Elektronik,204,341.67,Ankara
2026-09-17,Ürün B,Ev,171,93.78,İzmir
2026-10-17,Ürün C,Elektronik,390,173.73,Antalya
2026-07-28,Ürün B,Elektronik,386,116.39,Ankara
2026-12-07,Ürün B,Elektronik,319,115.79,Bursa
2026-08-04,Ürün B,Giyim,493,85.99,Adana
2026-11-03,Ürün A,Ev,158,300.32,Ankara
2026-01-15,Ürün A,Giyim,34,293.67,Gaziantep
2026-02-02,Ürün B,Ev,403,111.65,Adana
2026-02-16,Ürün A,Giyim,99,316.25,Gaziantep
2026-02-10,Ürün C,Ev,419,176.63,Bursa
2026-02-14,Ürün A,Elektronik,260,284.21,Ankara
2026-10-09,Ürün C,Ev,77,134.78,Adana
2026-04-27,Ürün C,Elektronik,439,157.76,İzmir
2026-12-30,Ürün C,Giyim,421,159.23,İzmir
2026-12-09,Ürün A,Giyim,29,276.62,Konya
2026-01-12,Ürün B,Ev,211,110.08,İstanbul
2026-04-09,Ürün B,Giyim,66,79.41,Adana
2026-11-14,Ürün B,Giyim,406,85.89,Konya
2026-01-29,Ürün B,Elektronik,267,90.99,Konya
2026-04-27,Ürün B,Giyim,416,115.18,Antalya
2026-02-20,Ürün C,Ev,157,166.72,Antalya
2026-11-13,Ürün A,Ev,427,273.76,İzmir
2026-02-02,Ürün A,Giyim,317,258.51,İstanbul
2026-05-07,Ürün A,Elektronik,31,304.07,Gaziantep
2026-08-09,Ürün B,Giyim,426,100.92,Konya
2026-04-01,Ürün B,Giyim,456,99.15,Ankara
2026-11-01,Ürün C,Giyim,45,155.41,Gaziantep
2026-11-18,Ürün A,Giyim,176,330.15,Gaziantep
2026-06-28,Ürün A,Giyim,240,329.07,Ankara
2026-11-23,Ürün A,Ev,487,293.99,İstanbul
2026-01-05,Ürün C,Giyim,257,163.96,Bursa
2026-09-01,Ürün A,Ev,455,290.9,İzmir
2026-08-20,Ürün B,Elektronik,488,77.06,Konya
2026-01-05,Ürün A,Ev,375,264.25,Gaziantep
2026-07-09,Ürün B,Giyim,394,100.85,Adana
2026-03-26,Ürün A,Giyim,90,313.52,İstanbul
2026-01-31,Ürün B,Giyim,66,98.33,Adana
2026-09-19,Ürün A,Elektronik,157,320.07,Antalya
2026-11-02,Ürün C,Giyim,495,146.2,Antalya
2026-09-09,Ürün C,Ev,103,190.6,Ankara
2026-12-17,Ürün C,Ev,300,194.54,Bursa
2026-08-17,Ürün B,Elektronik,268,74.59,Gaziantep
2026-08-05,Ürün C,Elektronik,461,179.06,Antalya
2026-10-23,Ürün B,Giyim,336,118.46,Gaziantep
2026-02-11,Ürün B,Ev,173,97.63,Konya
2026-10-27,Ürün B,Elektronik,92,101.72,Ankara
2026-01-26,Ürün C,Ev,251,184.93,İzmir
2026-05-14,Ürün B,Ev,467,73.47,Konya
2026-11-03,Ürün B,Ev,403,82.51,Ankara
2026-09-07,Ürün A,Elektronik,415,330.46,Antalya
2026-02-15,Ürün B,Ev,475,108.09,İstanbul
2026-10-02,Ürün B,Ev,216,114.35,Antalya
2026-12-19,Ürün A,Giyim,96,274.32,İzmir
2026-12-02,Ürün A,Elektronik,317,295.91,İstanbul
2026-02-02,Ürün B,Giyim,256,71.91,İzmir
2026-07-20,Ürün C,Ev,177,171.35,Konya
2026-05-05,Ürün B,Ev,421,88.19,İzmir
2026-04-05,Ürün C,Elektronik,225,160.88,İzmir
2026-10-06,Ürün A,Elektronik,412,317.34,Konya
2026-02-15,Ürün C,Ev,164,179.29,Ankara
2026-06-16,Ürün A,Giyim,469,339.63,İzmir
2026-01-13,Ürün A,Giyim,353,274.86,Konya
2026-04-24,Ürün B,Elektronik,189,115.64,Ankara
2026-01-07,Ürün B,Elektronik,70,111.89,Konya
2026-09-10,Ürün C,Ev,383,175.38,İzmir
2026-11-06,Ürün A,Giyim,461,292.49,Konya
2026-11-02,Ürün C,Elektronik,146,154.16,İzmir
2026-06-30,Ürün B,Giyim,300,113.81,Adana
2026-09-06,Ürün C,Giyim,184,175.37,Ankara
2026-07-27,Ürün A,Giyim,81,283.74,Konya
2026-05-24,Ürün A,Giyim,219,250.4,Adana
2026-02-22,Ürün B,Elektronik,284,114.64,Gaziantep
2026-11-03,Ürün A,Elektronik,136,339.59,Konya
2026-09-28,Ürün B,Elektronik,156,90.55,İzmir
2026-07-14,Ürün B,Giyim,172,96.5,İzmir
2026-01-13,Ürün B,Ev,381,75.17,Antalya
2026-12-31,Ürün B,Elektronik,34,79.93,Adana
2026-11-15,Ürün B,Giyim,167,107.26,Gaziantep
2026-11-29,Ürün A,Elektronik,289,300.57,İstanbul
2026-07-20,Ürün A,Elektronik,474,339.5,Bursa
2026-05-22,Ürün A,Giyim,23,333.34,Adana
2026-02-17,Ürün A,Elektronik,179,346.28,Bursa
2026-03-01,Ürün A,Ev,29,344.47,Adana
2026-03-12,Ürün A,Ev,256,294.66,Gaziantep
2026-07-06,Ürün A,Giyim,350,259.82,Adana
2026-08-21,Ürün B,Elektronik,256,106.82,Bursa
2026-07-21,Ürün C,Elektronik,308,161.51,Antalya
2026-06-10,Ürün A,Elektronik,428,269.8,Ankara
2026-02-15,Ürün C,Elektronik,466,129.61,Adana
2026-03-30,Ürün B,Elektronik,55,75.55,Ankara
2026-09-19,Ürün A,Ev,121,291.56,İstanbul
2026-01-01,Ürün B,Ev,259,118.84,Bursa
2026-05-07,Ürün A,Giyim,340,294.51,İzmir
2026-08-25,Ürün C,Giyim,204,162.08,İstanbul
2026-02-09,Ürün C,Ev,143,154.39,İstanbul
2026-04-04,Ürün B,Elektronik,478,104.23,Adana
2026-02-20,Ürün A,Ev,328,324.95,Konya
2026-12-16,Ürün A,Giyim,33,294.23,Adana
2026-09-02,Ürün A,Giyim,18,281.79,Konya
2026-03-18,Ürün B,Ev,483,98.61,İzmir
2026-01-22,Ürün A,Giyim,356,345.73,Bursa
2026-03-13,Ürün A,Giyim,192,342.18,İzmir
2026-05-21,Ürün A,Ev,492,255.29,Konya
2026-06-13,Ürün C,Elektronik,373,136.02,İstanbul
2026-06-20,Ürün A,Elektronik,41,269.07,Adana
2026-09-17,Ürün C,Giyim,381,152.47,Konya
2026-08-25,Ürün A,Elektronik,294,289.96,Gaziantep
2026-08-10,Ürün C,Ev,407,141.46,Konya
2026-01-19,Ürün A,Ev,24,321.22,Antalya
2026-09-26,Ürün B,Ev,411,89.61,Antalya
